radius (m),length (m),x,y,z,a,b,c,branch,branch_order
0.0039,0.0605,-8.0143,141.459,161.306,0.1127,0.2363,-0.9651,188,3
0.0039,0.2196,-8.0059,141.48,161.251,-0.0043,0.4048,-0.9144,188,3
0.0066,0.1482,-8.0178,141.4,161.483,0.7428,-0.1218,-0.6584,189,3
0.0066,0.0673,-7.9077,141.382,161.385,0.0161,-0.1174,-0.993,189,3
0.0066,0.1428,-7.9272,141.353,161.318,0.0326,-0.0088,-0.9994,189,3
0.0066,0.2394,-7.9249,141.342,161.177,0.0376,-0.1734,-0.9841,189,3
0.0066,0.1419,-7.9167,141.284,160.945,-0.0217,-0.2103,-0.9774,189,3
0.0066,0.0789,-7.9193,141.256,160.806,-0.0713,-0.2014,-0.9769,189,3
0.0066,0.1417,-7.9302,141.242,160.728,0.0129,-0.3427,-0.9394,189,3
0.0066,0.1292,-7.9316,141.21,160.592,-0.1933,-0.1714,-0.966,189,3
0.0066,0.2248,-7.9548,141.189,160.463,-0.9274,0.2329,-0.2927,189,3
0.0125,0.3766,-7.5289,142.091,160.853,0.5671,0.5569,0.6068,190,3
0.0085,0.1244,-7.224,141.555,162.948,0.9918,0.0901,-0.0906,191,3
0.0033,0.0445,-7.2622,141.463,162.777,-0.04,-0.6789,0.7331,192,3
0.0047,0.2685,-7.2183,141.473,162.79,0.0967,-0.198,-0.9754,193,3
0.0034,0.2658,-7.2461,141.494,162.94,-0.4101,-0.6094,-0.6786,194,3
0.0034,0.0467,-7.3551,141.332,162.76,-0.2305,-0.5035,-0.8327,194,3
0.0117,0.1081,-7.391,141.29,162.733,0.0323,-0.567,-0.8231,194,3
0.0082,0.0505,-7.4116,141.2,162.648,0.0165,-0.1651,-0.9861,194,3
0.0086,0.0987,-7.4145,141.198,162.595,-0.8781,-0.4484,0.1668,194,3
0.0067,0.0589,-7.5007,141.16,162.613,-0.4178,-0.1232,0.9002,194,3
0.0033,0.0591,-7.527,141.146,162.665,-0.3954,-0.0825,0.9148,194,3
0.0056,0.0517,-7.55,141.145,162.719,-0.3857,-0.116,0.9153,194,3
0.0038,0.1052,-7.5709,141.137,162.766,-0.3621,-0.1867,0.9133,194,3
0.009,0.2992,-7.286,141.43,162.363,-0.1071,0.7391,0.665,195,3
0.0055,0.3914,-7.2798,141.411,162.193,-0.541,0.1818,0.8211,196,3
0.0039,0.1638,-7.2779,141.446,162.305,-0.1755,0.6755,-0.7162,197,3
0.0039,0.1949,-7.3066,141.557,162.188,0.3552,0.5703,0.7407,197,3
0.0161,0.1346,-7.2515,141.398,162.24,-0.4339,0.7238,0.5365,198,3
0.0157,0.0115,-7.3197,141.504,162.302,0.6153,0.7864,0.0546,198,3
0.0127,0.3434,-6.9671,141.837,162.199,0.0674,0.2361,0.9694,198,3
0.0056,0.0325,-6.9054,141.911,162.523,0.2575,0.0721,0.9636,198,3
0.0047,0.0494,-6.8968,141.913,162.554,0.2364,0.1287,0.9631,198,3
0.0032,0.0991,-6.8806,141.919,162.601,0.1664,0.0882,0.9821,198,3
0.0174,0.2004,-7.2879,141.42,162.168,0.6306,-0.033,0.7754,199,3
0.0155,0.1695,-7.1531,141.383,162.303,0.5376,-0.3505,0.7669,199,3
0.0146,0.0416,-7.0191,141.335,162.434,-0.1346,0.4601,0.8776,199,3
0.008,0.118,-7.0192,141.366,162.466,0.0415,0.2826,0.9583,199,3
0.0111,0.0592,-7.0047,141.389,162.583,0.01,0.3786,0.9255,199,3
0.0174,0.3041,-7.4099,141.476,161.929,-0.4777,-0.3731,0.7954,200,3
0.0169,0.0607,-7.5663,141.496,162.086,-0.4663,0.4478,0.7629,200,3
0.0112,0.4567,-7.6456,141.383,162.217,-0.4986,0.5741,0.6495,200,3
0.0093,0.44,-7.8733,141.645,162.514,-0.2502,0.968,0.0211,200,3
0.0046,0.1295,-7.9834,142.071,162.523,0.3166,0.8902,0.3276,200,3
0.0035,0.1009,-7.3817,141.444,161.955,0.8601,0.0954,0.5011,201,3
0.0031,0.1197,-7.265,141.46,161.995,0.3447,-0.0694,0.9362,201,3
0.0045,0.1072,-7.2176,141.452,162.105,0.0138,0.8165,0.5771,201,3
0.0031,0.1207,-7.3969,141.467,161.898,0.35,0.6284,0.6946,202,3
0.0056,0.1203,-7.357,141.546,161.98,0.3569,0.5835,0.7295,202,3
0.008,0.2456,-7.326,141.617,162.112,0.235,0.9714,0.0333,202,3
0.0084,0.0525,-7.3266,141.873,162.138,-0.3054,-0.0566,-0.9505,202,3
0.0056,0.1132,-7.34,141.877,162.088,-0.069,-0.0067,-0.9976,202,3
0.0056,0.084,-7.353,141.877,161.975,0.0153,-0.0123,-0.9998,202,3
0.0087,0.1011,-7.3445,141.878,161.891,0.0156,-0.0377,-0.9992,202,3
0.009,0.1056,-7.2953,141.922,161.773,-0.0787,0.4073,0.9099,202,3
0.008,0.0806,-7.2878,141.975,161.866,0.1037,0.0765,0.9917,202,3
0.007,0.09,-7.2832,141.988,161.945,0.0409,0.1092,0.9932,202,3
0.0094,0.1497,-7.2734,141.988,162.037,-0.0531,0.1939,0.9796,202,3
0.0087,0.0992,-7.269,142.022,162.183,-0.045,0.2471,0.9679,202,3
0.0078,0.0898,-7.2806,142.032,162.282,0.0985,0.1322,0.9863,202,3
0.0081,0.1216,-7.2747,142.044,162.37,-0.0368,0.1187,0.9922,202,3
0.0057,0.0843,-7.2759,142.059,162.491,0.0028,0.1015,0.9948,202,3
0.0094,0.2364,-7.2812,142.066,162.575,-0.0233,0.0753,0.9969,202,3
0.0075,0.2345,-7.2652,142.116,162.818,-0.0726,-0.1911,0.9789,202,3
0.0065,0.0765,-7.2689,142.101,163.055,-0.2259,-0.1438,0.9635,202,3
0.0094,0.0876,-7.4125,141.458,161.841,-0.1321,0.0857,-0.9875,203,3
0.0097,0.1174,-7.4259,141.464,161.755,-0.1515,0.1163,-0.9816,203,3
0.0094,0.2046,-7.4425,141.477,161.639,-0.1889,0.1486,-0.9707,203,3
0.0084,0.2538,-7.4356,141.079,161.604,-0.0035,0.0304,0.9995,204,3
0.0083,0.071,-7.4379,141.085,161.86,0.3286,0.547,0.7699,204,3
0.0082,0.1477,-7.4025,141.11,161.923,0.31,0.7049,0.638,204,3
0.0076,0.2975,-7.3594,141.24,162.005,0.8868,0.2737,0.3723,204,3
0.0073,0.0593,-7.0894,141.31,162.112,0.3981,-0.085,0.9134,204,3
0.0073,0.1041,-7.0642,141.304,162.166,0.3451,-0.0472,0.9374,204,3
0.0072,0.1222,-7.0248,141.294,162.263,0.2654,0.0448,0.9631,204,3
0.0066,0.0703,-6.9931,141.294,162.383,0.4528,0.2522,0.8552,204,3
0.0042,0.1417,-6.9667,141.301,162.449,-0.0561,0.4957,0.8667,204,3
0.0065,0.2372,-7.4785,141.808,160.682,0.7959,-0.0851,-0.5995,205,3
0.0034,0.0806,-6.7949,141.934,161.411,0.7888,-0.3032,0.5347,206,3
0.0034,0.0913,-6.7316,141.907,161.453,0.8079,-0.2272,0.5437,206,3
0.0034,0.0609,-6.6565,141.887,161.501,0.7566,-0.2069,0.6203,206,3
0.0034,0.139,-6.6112,141.874,161.54,0.7816,-0.0841,0.6181,206,3
0.0157,0.0481,-7.2582,141.771,160.78,-0.2887,-0.8858,-0.3633,207,3
0.0157,0.0601,-7.3656,141.785,160.757,0.0819,0.2246,0.971,207,3
0.0043,0.1734,-7.3838,141.675,160.779,0.4022,-0.3307,0.8537,207,3
0.0041,0.189,-7.3157,141.616,160.927,0.3244,-0.3404,0.8825,207,3
0.005,0.1189,-7.1745,141.791,160.835,0.4801,0.8085,0.3403,208,3
0.0049,0.0645,-7.1174,141.887,160.876,0.5654,0.6086,0.5567,208,3
0.0074,0.0941,-7.0618,141.937,160.908,-0.0972,0.4832,0.8701,208,3
0.0065,0.2784,-7.1059,142.192,160.962,0.1864,0.1617,0.9691,208,3
0.0057,0.1048,-7.0469,142.217,161.224,-0.1235,0.3055,-0.9442,208,3
0.0032,0.0828,-7.1485,141.786,160.868,0.1678,0.3048,0.9375,209,3
0.0054,0.169,-7.1464,141.821,160.947,0.2934,0.2333,0.9271,209,3
0.0038,0.2591,-7.0946,141.853,161.106,0.1427,0.3023,0.9425,209,3
0.0197,0.2802,-7.0376,141.741,160.926,0.3824,-0.2038,0.9012,210,3
0.0178,0.0561,-6.8837,141.694,161.164,0.3482,-0.5046,0.79,210,3
0.0166,0.0825,-6.8941,141.674,161.246,0.4914,-0.6848,0.5381,210,3
0.0088,0.0899,-6.8555,141.599,161.277,0.3153,-0.593,0.7409,210,3
0.0046,0.2154,-6.8312,141.542,161.343,0.385,-0.527,0.7577,210,3
0.0037,0.206,-7.096,141.726,160.918,0.2204,-0.482,0.848,211,3
0.0044,0.1458,-7.0916,141.591,161.087,0.1305,-0.3109,0.9414,211,3
0.0108,0.1049,-6.9516,141.852,161.097,0.9982,0.0316,0.0512,212,3
0.0107,0.131,-6.8921,141.904,161.078,0.504,0.7043,0.5,212,3
0.0059,0.1283,-6.821,142.003,161.125,0.6695,0.6245,0.4022,212,3
0.0053,0.1065,-6.731,142.083,161.172,0.6334,0.5601,0.5339,212,3
0.003,0.0819,-6.6619,142.144,161.226,0.5702,0.5233,0.6332,212,3
0.0042,0.073,-6.6153,142.188,161.277,0.5349,0.4866,0.6908,212,3
0.0038,0.0751,-6.5762,142.224,161.328,0.5091,0.3993,0.7625,212,3
0.004,0.1807,-6.537,142.257,161.383,0.4915,0.3128,0.8128,212,3
0.0056,0.2577,-6.9376,141.905,161.164,-0.0426,0.7455,0.6652,213,3
0.0025,0.0452,-6.7367,141.998,161.571,-0.7885,0.5061,0.3494,214,3
0.0025,0.0372,-6.7205,142.007,161.49,0.2924,0.956,0.0231,214,3
0.0025,0.2822,-6.8448,142.108,161.454,0.119,0.6658,0.7366,214,3
0.0042,0.2423,-6.7349,141.96,161.552,0.8125,0.069,0.5789,215,3
0.0036,0.1217,-6.5352,141.979,161.689,0.6895,0.0457,0.7228,215,3
0.0045,0.2052,-6.5928,142.011,161.916,0.5749,-0.203,0.7927,216,3
0.004,0.0639,-6.4745,141.969,162.078,0.5135,-0.1478,0.8453,216,3
0.003,0.1393,-6.4406,141.96,162.132,0.4476,-0.1112,0.8873,216,3
0.003,0.1398,-6.7062,142.01,161.618,0.5437,0.5741,0.6122,217,3
0.0031,0.1156,-6.6306,142.093,161.702,0.5468,0.519,0.657,217,3
0.0032,0.1569,-6.5672,142.154,161.777,0.5342,0.4626,0.7076,217,3
0.0029,0.2581,-6.7042,142.017,161.669,-0.4933,0.0922,-0.865,218,3
0.0043,0.143,-6.5667,142.037,162.034,0.8255,-0.0953,0.5563,219,3
0.0034,0.22,-6.5598,142.038,162.054,0.3184,0.5804,0.7495,220,3
0.0025,0.1501,-7.5762,141.809,160.776,-0.4476,-0.653,0.6109,221,3
0.0025,0.1595,-7.6381,141.681,160.853,-0.1356,-0.4546,0.8803,221,3
0.0082,0.0611,-7.2816,141.382,161.587,-0.6037,0.6266,-0.4928,222,3
0.0083,0.2161,-7.3143,141.397,161.575,0.6182,0.5602,0.5514,222,3
0.0081,0.0884,-7.1819,141.517,161.696,0.6098,0.4079,0.6795,222,3
0.0025,0.1033,-7.2532,141.372,161.693,0.6005,-0.6998,-0.3869,223,3
0.0032,0.1215,-7.2264,141.253,161.621,-0.5038,0.71,-0.4921,223,3
0.0054,0.1022,-7.4291,141.854,161.228,0.1711,0.6966,0.6968,224,3
0.0053,0.0848,-7.4116,141.925,161.299,0.3903,0.6756,0.6255,224,3
0.011,0.2409,-7.387,141.985,161.355,0.442,0.6602,0.6073,224,3
0.0037,0.1328,-7.2694,142.139,161.5,0.3823,0.6133,0.6911,224,3
0.0035,0.0981,-7.3682,141.871,161.48,0.2894,0.8552,0.4299,225,3
0.0035,0.2024,-7.3871,141.974,161.512,0.2893,0.8829,0.3699,225,3
0.0138,0.1084,-7.3758,141.893,161.463,0.9219,-0.2875,-0.2596,226,3
0.0134,0.0057,-7.2739,141.863,161.413,0.4985,0.8609,0.1019,226,3
0.013,0.1687,-7.3026,141.901,161.443,0.7779,0.6093,0.1538,226,3
0.0119,0.0973,-7.1971,142.011,161.497,0.716,0.4469,0.5363,226,3
0.0072,0.0924,-7.1378,142.059,161.556,0.6056,0.5148,0.6068,226,3
0.0067,0.1965,-7.0763,142.102,161.61,0.5078,0.4909,0.7079,226,3
0.0025,0.2074,-7.3339,141.702,161.836,-0.0038,-0.2584,-0.966,227,3
0.0025,0.3303,-7.3287,141.65,161.63,-0.6639,0.0412,-0.7467,227,3
0.0021,0.1439,-7.5341,141.883,162.467,-0.1088,-0.0668,-0.9918,228,3
0.004,0.0661,-7.4669,141.712,162.803,-0.6528,-0.7161,-0.2469,229,3
0.0053,0.1181,-7.513,141.658,162.784,-0.1533,-0.3461,0.9256,229,3
0.0042,0.0682,-7.4407,141.821,163.068,-0.4183,-0.3025,0.8565,230,3
0.0238,0.2837,-9.1934,141.695,160.518,0.1361,-0.2364,0.9621,231,3
0.0051,0.2289,-9.2451,141.899,161.345,-0.0618,0.1503,0.9867,232,3
0.0037,0.0515,-9.2582,141.932,161.571,-0.069,0.1118,0.9913,232,3
0.0045,0.0647,-9.2615,141.94,161.622,0.0065,0.0803,0.9967,232,3
0.0034,0.0637,-9.2608,141.946,161.687,-0.0083,0.1756,0.9844,232,3
0.0023,0.1165,-9.2598,141.955,161.75,-0.0659,0.1009,0.9927,232,3
0.0086,0.1598,-9.4464,141.98,160.365,0.1472,0.3949,-0.9069,233,3
0.0086,0.3614,-9.4056,142.054,160.218,-0.2446,0.2148,-0.9455,233,3
0.0086,0.093,-9.5286,142.09,159.884,-0.5176,0.2674,-0.8128,233,3
0.0047,0.256,-9.5759,142.138,159.816,-0.6685,0.2479,-0.7012,233,3
0.0169,0.0907,-8.807,141.883,160.85,0.5093,-0.4018,-0.761,234,3
0.0169,0.2165,-8.7608,141.847,160.781,-0.4494,-0.7224,-0.5256,234,3
0.0112,0.0933,-8.8511,141.697,160.667,-0.0279,-0.0327,-0.9991,234,3
0.0136,0.1385,-8.8809,141.689,160.562,0.3745,-0.0177,-0.9271,234,3
0.0064,0.0836,-8.847,141.681,160.428,0.4068,-0.3145,-0.8577,234,3
0.0046,0.0534,-9.1624,142.006,160.797,-0.3883,-0.1837,0.903,235,3
0.0045,0.0697,-9.1832,141.997,160.845,0.5497,-0.2932,0.7822,235,3
0.0058,0.1734,-9.14,141.951,160.876,0.5667,-0.5092,0.6477,235,3
0.0058,0.0606,-9.0373,142.162,160.768,-0.3472,-0.1804,0.9203,236,3
0.0063,0.3526,-9.0668,142.15,160.823,-0.1782,-0.1136,0.9774,236,3
0.0111,0.1442,-9.0238,142.215,160.714,-0.3696,0.7396,0.5624,237,3
0.0272,0.0536,-9.0702,142.3,160.809,-0.5491,0.3314,0.7672,237,3
0.0272,0.0407,-9.0915,142.318,160.853,-0.3407,0.3331,0.8792,237,3
0.0272,0.1942,-9.0884,142.331,160.898,-0.4121,0.3855,0.8255,237,3
0.0069,0.1428,-9.4547,141.892,160.666,0.3544,0.8216,0.4464,238,3
0.0066,0.1263,-9.4041,142.009,160.73,0.1277,0.5466,0.8276,238,3
0.006,0.2119,-9.3921,142.083,160.832,0.179,0.5825,0.7928,238,3
0.0036,0.0718,-9.8027,142.462,161.441,0.9034,0.0004,-0.4287,239,3
0.0035,0.0316,-9.7378,142.462,161.411,0.5572,0.4313,0.7096,239,3
0.0028,0.2583,-9.7116,142.477,161.428,0.4537,0.3863,0.8031,239,3
0.0025,0.1288,-9.8337,142.263,160.734,0.0694,0.9963,0.0498,240,3
0.0025,0.2497,-9.8041,142.363,160.682,-0.5477,0.6589,-0.5155,240,3
0.0043,0.3186,-9.9215,142.288,160.776,-0.8021,-0.1105,0.5869,241,3
0.0038,0.1151,-10.1771,142.253,160.963,-0.5327,-0.3596,0.7661,241,3
0.0113,0.092,-10.1575,142.148,161.126,0.6505,-0.0581,-0.7573,241,3
0.0025,0.1683,-10.0958,142.122,161.059,0.6394,-0.0597,-0.7666,241,3
0.0022,0.0831,-10.2857,142.593,161.388,-0.7191,0.3644,0.5917,242,3
0.0022,0.0931,-10.3454,142.623,161.437,-0.2695,0.2544,0.9288,242,3
0.0033,0.1117,-10.3722,142.648,161.523,-0.223,0.2143,0.951,242,3
0.0025,0.2344,-9.7645,142.309,161.149,0.1227,-0.6077,0.7846,243,3
0.0025,0.0888,-9.6946,142.297,161.322,0.0951,-0.1113,-0.9892,243,3
0.0025,0.2622,-9.6997,142.29,161.236,-0.1447,-0.0408,-0.9886,243,3
0.0087,0.0645,-9.679,140.997,160.499,-0.0113,-0.5484,0.8362,244,3
0.0087,0.077,-9.6797,140.962,160.553,-0.1443,-0.9717,0.1873,244,3
0.01,0.1327,-9.6872,140.887,160.573,-0.1733,-0.9781,0.1153,244,3
0.0168,0.0836,-9.725,140.756,160.57,-0.1044,-0.9869,0.1231,244,3
0.0192,0.0643,-9.7281,140.665,160.611,-0.2187,-0.9501,-0.2224,244,3
0.0154,0.1392,-9.761,140.598,160.592,0.3617,-0.8431,-0.398,244,3
0.0139,0.0596,-9.6814,140.392,160.527,0.2167,0.172,-0.961,244,3
0.0121,0.4096,-9.6567,140.436,160.478,0.3391,0.0941,-0.936,244,3
0.0031,0.0759,-9.8009,140.973,160.518,-0.061,-0.589,0.8058,245,3
0.0031,0.1306,-9.8049,140.927,160.578,-0.0637,-0.5527,0.8309,245,3
0.0047,0.1112,-9.8169,140.853,160.685,-0.0569,-0.5435,0.8375,245,3
0.0055,0.1021,-9.8228,140.798,160.783,-0.0123,-0.633,0.774,245,3
0.0078,0.1761,-9.8155,140.737,160.863,0.07,-0.6483,0.7582,245,3
0.004,0.1934,-9.9448,140.792,160.968,-0.4676,0.0175,0.8838,246,3
0.004,0.1178,-10.0352,140.796,161.139,-0.4716,0.0109,0.8817,246,3
0.0069,0.2666,-10.1336,140.81,161.269,0.1641,-0.7482,0.6429,246,3
0.008,0.0467,-10.1415,140.617,161.403,-0.5338,-0.5668,0.6275,246,3
0.0086,0.2042,-10.1665,140.592,161.433,-0.0625,-0.5085,0.8588,246,3
0.0126,0.1156,-9.9261,140.958,160.635,0.1207,0.0307,0.9922,247,3
0.0124,0.0974,-9.9122,140.962,160.749,0.0063,0.0632,0.998,247,3
0.0203,0.0798,-9.9381,140.96,160.847,-0.0795,0.3461,0.9348,247,3
0.0194,0.0793,-9.9527,140.992,160.92,-0.2979,-0.074,0.9517,247,3
0.0148,0.1731,-10.0263,141.006,160.979,-0.2391,0.1761,0.9549,247,3
0.0145,0.0888,-9.9858,140.912,160.598,-0.7096,-0.4478,0.5441,248,3
0.0145,0.0754,-10.0488,140.872,160.646,-0.4453,-0.7625,0.4694,248,3
0.0153,0.0857,-10.0766,140.817,160.688,-0.3475,-0.713,0.609,248,3
0.0168,0.1525,-10.1032,140.752,160.738,-0.4046,-0.6179,0.6742,248,3
0.0148,0.1368,-10.1859,140.64,160.824,-0.2984,-0.4411,0.8464,248,3
0.0189,0.1026,-10.2237,140.581,160.943,-0.3149,-0.546,0.7763,248,3
0.0223,0.0751,-10.2504,140.524,161.024,-0.3454,-0.4319,0.8331,248,3
0.0201,0.1478,-10.2891,140.469,161.093,0.089,0.198,0.9761,248,3
0.02,0.2415,-10.2434,140.53,161.27,-0.4206,-0.4095,0.8096,248,3
0.0197,0.3524,-10.3332,140.436,161.465,0.0366,-0.1105,0.9932,248,3
0.0184,0.0842,-10.3251,140.395,161.816,0.0351,0.0388,0.9986,248,3
0.0151,0.0791,-10.3313,140.378,161.903,-0.0763,0.172,0.9821,248,3
0.0181,0.1624,-10.3247,140.405,161.981,0.0337,-0.0617,0.9975,248,3
0.0091,0.1635,-10.3399,140.391,162.144,0.0593,0.0504,0.997,248,3
0.0085,0.0574,-10.3363,140.401,162.307,0.0202,0.0222,0.9995,248,3
0.0149,0.117,-10.3432,140.392,162.366,-0.0141,0.145,0.9893,248,3
0.0135,0.0849,-10.3356,140.418,162.49,-0.4272,-0.3308,0.8415,248,3
0.0065,0.0919,-10.3658,140.385,162.562,-0.4633,-0.4917,0.7372,248,3
0.0209,0.062,-9.9408,140.72,161.224,0.3061,0.2223,0.9257,249,3
0.0187,0.0429,-9.9218,140.734,161.281,-0.0963,0.2655,0.9593,249,3
0.0236,0.2493,-9.9777,140.741,161.353,0.4541,0.3344,0.8259,249,3
0.0111,0.1423,-9.8841,140.851,161.574,0.8219,0.3333,0.462,249,3
0.0091,0.1561,-9.9039,140.622,161.616,-0.5133,-0.7494,0.4183,250,3
0.0091,0.0773,-9.9841,140.505,161.681,0.052,-0.5245,0.8498,250,3
0.0091,0.1577,-9.9751,140.469,161.752,-0.1522,-0.6723,0.7244,250,3
0.0236,0.0756,-9.9732,140.679,161.256,-0.3307,-0.9065,0.2624,251,3
0.0236,0.0812,-9.9981,140.609,161.276,0.4118,0.0156,-0.9112,251,3
0.0236,0.0383,-10.0541,140.386,160.988,0.282,-0.7207,0.6333,251,3
0.0236,0.1665,-9.8173,140.526,161.117,0.1637,-0.6742,0.7202,251,3
0.004,0.3231,-9.9191,140.67,161.435,-0.6473,0.108,0.7546,252,3
0.0025,0.1849,-9.8994,140.652,161.447,0.4538,-0.7456,0.488,253,3
0.0025,0.1754,-9.8086,140.519,161.537,0.4183,-0.5342,0.7346,253,3
0.0036,0.2994,-9.8994,140.653,161.565,0.0051,0.4028,0.9153,254,3
0.004,0.0872,-9.9019,140.775,161.839,-0.0528,0.4077,0.9116,254,3
0.0031,0.106,-9.9083,140.631,161.638,-0.669,-0.0106,0.7432,255,3
0.0027,0.118,-9.9835,140.632,161.714,-0.6209,-0.0667,0.781,255,3
0.0051,0.2995,-10.0209,140.573,161.822,-0.5856,-0.1597,0.7947,255,3
0.005,0.0812,-10.2096,140.525,162.017,-0.8086,0.5298,0.256,255,3
0.0053,0.0656,-10.1818,140.532,162.031,0.2712,0.5455,0.793,255,3
0.0025,0.0896,-9.8809,140.528,162.429,-0.4433,0.3602,0.8208,256,3
0.0025,0.1551,-9.9182,140.562,162.503,-0.3457,0.2816,0.8951,256,3
0.0025,0.0953,-9.9676,140.597,162.645,-0.2295,0.3072,0.9236,256,3
0.0126,0.1763,-9.8863,140.612,161.688,0.5843,-0.5735,0.5743,257,3
0.0126,0.0915,-9.802,140.538,161.819,0.5557,-0.4124,0.7219,257,3
0.0126,0.0848,-9.7587,140.504,161.895,0.4681,-0.5961,0.6523,257,3
0.0126,0.1161,-9.7198,140.46,161.956,0.5145,-0.5154,0.6853,257,3
0.0034,0.061,-9.8982,140.596,161.947,-0.6685,0.2538,0.6991,258,3
0.0041,0.2545,-9.9513,140.618,161.979,-0.566,0.2033,0.7989,258,3
0.0054,0.151,-9.8877,140.585,161.865,0.1082,-0.7348,0.6696,259,3
0.0054,0.0863,-9.8713,140.474,161.966,0.2088,-0.7066,0.6761,259,3
0.0062,0.1321,-9.8569,140.402,162.016,0.1951,-0.6287,0.7528,259,3
0.0055,0.0828,-9.8303,140.321,162.117,0.2709,-0.5702,0.7756,259,3
0.0144,0.2158,-9.897,140.587,161.872,-0.119,-0.4843,0.8667,260,3
0.0144,0.1477,-9.9184,140.479,162.056,0.0615,-0.4939,0.8673,260,3
0.0068,0.0571,-9.9046,140.394,162.174,0.052,-0.6169,0.7854,260,3
0.0144,0.137,-9.8908,140.366,162.223,0.1216,-0.5745,0.8094,260,3
0.0031,0.1373,-9.8922,140.582,162.033,-0.3581,0.3075,0.8816,261,3
0.0039,0.1366,-9.9427,140.627,162.153,-0.2656,0.2835,0.9215,261,3
0.003,0.0906,-9.9811,140.665,162.278,-0.2473,0.2374,0.9394,261,3
0.0088,0.0229,-9.8638,140.579,162.094,0.4085,0.2929,0.8645,262,3
0.0084,0.0144,-9.8545,140.586,162.113,0.4876,-0.0819,0.8692,262,3
0.0144,0.2247,-9.8596,140.603,162.136,0.5331,-0.1118,0.8387,262,3
0.0073,0.1781,-9.7201,140.569,162.318,0.343,0.1028,0.9337,262,3
0.0026,0.2898,-9.8725,140.6,161.938,0.4377,0.3456,0.83,263,3
0.0032,0.1335,-9.8688,140.54,162.223,0.5941,-0.6549,0.467,264,3
0.0032,0.1514,-9.7966,140.45,162.287,0.3388,-0.4566,0.8226,264,3
0.0025,0.1546,-9.8771,140.537,162.387,-0.3867,0.9212,0.0429,265,3
0.0025,0.1097,-9.8885,140.622,162.41,0.7627,0.646,0.0303,265,3
0.0041,0.2415,-9.8747,140.497,162.524,-0.5242,-0.4736,0.7078,266,3
0.0039,0.1466,-9.87,140.535,162.458,0.6002,-0.0959,0.7941,267,3
0.0039,0.0957,-9.7752,140.518,162.571,0.4599,-0.0291,0.8875,267,3
0.0039,0.0755,-9.7282,140.516,162.655,0.3228,0.1623,0.9324,267,3
0.0052,0.0277,-9.8309,140.513,162.748,0.2821,0.9561,0.0797,268,3
0.0052,0.0911,-9.8231,140.539,162.75,0.8976,-0.1262,0.4223,268,3
0.0034,0.1681,-9.8557,140.51,162.642,-0.4307,0.2588,0.8646,269,3
0.0051,0.0472,-9.8435,140.489,162.72,-0.3854,-0.6705,0.634,270,3
0.0051,0.1488,-9.8779,140.451,162.741,-0.4022,-0.1399,0.9048,270,3
0.0037,0.1134,-9.4197,140.887,160.834,0.1177,0.7361,-0.6665,271,3
0.0032,0.0188,-9.4063,140.97,160.758,0.0948,-0.3589,0.9285,271,3
0.006,0.1831,-9.4161,140.963,160.778,0.175,-0.3177,0.9319,271,3
0.0241,0.3466,-9.3705,140.894,160.944,0.2257,-0.14,0.9641,271,3
0.0029,0.0492,-9.3367,140.655,161.294,-0.8414,0.3065,0.4451,272,3
0.0029,0.2075,-9.3781,140.67,161.316,-0.2855,0.2941,0.9121,272,3
0.0042,0.2251,-9.2768,140.527,161.603,0.063,-0.1063,0.9923,273,3
0.0042,0.0981,-9.264,140.5,161.825,-0.3281,-0.1296,0.9357,273,3
0.0055,0.1434,-9.3942,141.285,160.863,0.1606,-0.1327,0.9781,274,3
0.0046,0.2331,-9.3773,141.268,161.006,0.2453,-0.3725,0.895,274,3
0.0025,0.2267,-9.3198,141.181,161.214,0.1535,-0.3354,0.9295,274,3
0.0025,0.2284,-9.3179,141.361,161.322,0.5882,-0.1971,0.7843,275,3
0.0025,0.2034,-9.2248,141.28,161.505,0.3006,-0.2323,0.925,275,3
0.0034,0.0694,-9.3517,141.332,160.948,-0.3373,0.6196,0.7088,276,3
0.0051,0.1072,-9.3673,141.389,160.994,-0.4631,0.4458,0.766,276,3
0.0047,0.0153,-9.4117,141.448,161.084,-0.8134,0.5375,-0.2225,276,3
0.0043,0.2024,-9.4297,141.45,161.083,-0.753,0.6423,-0.1429,276,3
0.004,0.1938,-9.6572,141.536,160.948,-0.6177,0.778,0.1148,276,3
0.0044,0.1653,-9.7471,141.676,160.977,0.0842,0.6894,0.7195,276,3
0.0025,0.0542,-9.3268,141.344,161.193,0.8392,-0.3961,0.3727,277,3
0.0025,0.1953,-9.2804,141.326,161.211,0.9198,0.0574,0.3882,277,3
0.007,0.1503,-9.3234,141.373,161.485,-0.6001,-0.2252,-0.7676,278,3
0.0067,0.2335,-9.427,141.371,161.365,-0.5493,-0.3533,-0.7572,278,3
0.0062,0.113,-9.5648,141.3,161.192,0.0228,-0.2822,0.9591,278,3
0.006,0.0676,-9.56,141.275,161.301,0.2901,-0.2262,0.9299,278,3
0.0035,0.0731,-9.5398,141.254,161.362,0.255,-0.2295,0.9393,278,3
0.0052,0.0592,-9.5178,141.239,161.431,0.1134,-0.2206,0.9688,278,3
0.0038,0.1656,-9.5277,141.214,161.49,0.2575,-0.2267,0.9393,278,3
0.0025,0.2787,-9.3089,141.371,161.462,0.6199,-0.061,0.7823,279,3
